condition,subject,su,trial,delta_imv,fb_int,err_mp,err_mp_prev
fast,2,high,81,-4.31955153825588,-5.114224739170936,1.37451879602596,-1.2261593568374511
fast,2,high,84,0.07304305465738992,0.17440226565953765,-2.91813312426527,8.041108037877759
fast,2,high,86,-1.3645163019748026,-12.92883787503169,-2.422995570395793,3.6609394643301094
fast,2,high,87,-13.517362125084802,3.8455537003114557,11.094366554689008,-2.422995570395793
fast,2,high,89,-6.353762100302646,-5.640267044081,-1.9247475258600053,-4.267805060246889
fast,2,high,93,-11.088118484386769,1.9647470362773447,10.03436958672242,-1.6267066927951728
fast,2,high,95,-4.956438248889768,4.134669526689208,5.388499226407028,5.015723338563847
fast,2,high,99,6.877249956872134,-5.6528766194490885,-4.055429088123317,8.55139882005705
fast,2,high,103,-10.826354316039087,-3.345494193954792,3.616292806222271,-10.647808280601756
fast,2,high,104,-11.930271753601872,5.167398235915698,16.69248015008579,3.616292806222271
fast,2,high,105,-0.1600168786544316,3.853015078428058,13.414750257955282,16.69248015008579
fast,2,high,111,5.441876520500372,-0.47050380537228875,6.139943356963743,13.300693262856583
fast,2,high,113,9.493321085543599,-12.367943619395845,-19.49945373373346,3.744854434949893
fast,2,high,116,8.715790689577176,-11.152801590682472,1.3806649451881334,4.366877683457078
fast,2,high,119,13.271934868420743,-3.638261462142239,4.441129917521502,18.858980376203892
fast,2,high,122,-3.5591531415155515,-7.515924520931549,-7.830758896273865,-5.660334086481184
fast,2,high,127,-7.272545339518942,-1.3854857032871735,11.280707293015572,6.299993134019921
fast,2,high,132,10.850024090041117,-8.199138005839487,-11.855188558112504,0.7137089173210835
fast,2,high,140,0.8052844791447313,-4.50487229051727,4.393643399551394,5.198927878696125
fast,2,high,144,5.720664199806521,-13.606602108688051,-4.008594756023065,-0.00680394160901443
fast,2,high,147,-15.573348718593579,0.5365443139967709,17.300443993951827,2.3000530704890743
fast,2,inf,2,-2.753532572542994,2.107434644136191,5.69155050584564,2.938017933302646
fast,2,inf,3,10.553444515177318,-5.1978287685361835,-4.861894009331678,5.69155050584564
fast,2,inf,4,-8.700732315489532,4.329074186083503,3.8388383061578537,-4.861894009331678
fast,2,inf,9,-2.28259781618911,2.415280933950868,1.8682760081815388,-0.41432180800757124
fast,2,inf,18,-12.326470556633325,-1.5038314056331359,1.5544023746905822,-10.772068181942743
fast,2,inf,23,-12.864933291561655,-1.8332116277419601,4.475532931560011,-8.389400360001645
fast,2,inf,27,-5.164592776790201,-6.292858979486056,-2.0556947772178518,-7.220287554008053
fast,2,inf,32,4.7680815250500785,-10.290899432157843,-6.285971670261887,-1.5178901452118083
fast,2,inf,35,13.507411228931332,-10.6295917266051,-8.483274429017257,5.024136799914075
fast,2,inf,36,-6.11510006784016,-7.107968640627746,-2.368174361177097,-8.483274429017257
fast,2,inf,40,-14.061340104591551,-1.3228287378358345,0.890791197989131,-13.17054890660242
fast,2,inf,49,1.913792675205812,-1.5744044603185046,3.167757933481454,5.081550608687266
fast,2,inf,52,11.085733899503282,-3.3258210715680434,-4.066324920218591,7.019408979284691
fast,2,inf,56,2.60756873648981,-11.101205491456312,-11.009336567213197,-8.401767830723387
fast,2,inf,62,2.4852095470830022,-8.690242254908412,-10.832905557916831,-8.347696010833829
fast,2,inf,65,-0.7618149835146539,1.3534767351499255,-0.0414019272498507,-0.8032169107645046
fast,2,inf,66,5.458841533282154,-6.8868664728996265,-5.500243460532005,-0.0414019272498507
fast,2,inf,68,-4.6501172417709284,-7.5344653076595876,-3.604756566107554,-8.254873807878482
fast,2,inf,73,-5.00317283315762,-1.34031307283621,1.960747075257089,-3.0424257579005314
fast,2,inf,76,-10.11677591648889,-1.94186349540567,18.928888285402437,4.801407802997783
fast,2,inf,85,5.453041109151911,-10.151388807903174,3.6609394643301094,-2.91813312426527
fast,2,inf,96,24.6832164200018,-20.180566431269696,-12.419223652024892,5.388499226407028
fast,2,inf,97,-16.458641243111998,-4.86536410726589,4.039417591087107,-12.419223652024892
fast,2,inf,106,7.7127503197432645,-0.7097682409059587,3.983126552819547,13.414750257955282
fast,2,inf,107,0.5933037392510698,-1.6363945780071134,9.119400764876708,3.983126552819547
fast,2,inf,114,-11.949652436823627,-3.2940183245051884,6.201185786229921,-19.49945373373346
fast,2,inf,123,-1.362117040338191,-7.6661236486265665,-0.16610610949661897,-7.830758896273865
fast,2,inf,124,5.613296275424389,-9.407841417752678,-1.1957400238744214,-0.16610610949661897
fast,2,inf,126,9.116979938789129,-9.332318426496471,6.299993134019921,14.271057482547405
fast,2,inf,128,5.591606332672029,-4.791564479115706,3.970227574951073,11.280707293015572
fast,2,inf,131,1.3610000298984914,4.47583353028152,0.7137089173210835,13.53386484983604
fast,2,inf,135,-0.32118309285745283,-7.049592359142935,2.4413783516042606,3.839068644139278
fast,2,inf,136,0.19088138775272512,-7.032686218876208,-5.197954372849166,2.4413783516042606
fast,2,inf,139,6.8424172880145875,0.7680346937462872,5.198927878696125,10.322471781318244
fast,2,inf,143,-7.338148338475634,-3.547250405073001,-0.00680394160901443,-6.771994484953826
fast,2,inf,146,3.4623001599529744,-10.782781550051311,2.3000530704890743,-5.6968026721744165
fast,2,inf,148,-0.6943628691816741,5.931611637452136,20.286638043656794,17.300443993951827
fast,4,low,1,-6.269204436725175,1.5673187030824351,3.2942314232806496,-2.974973013444526
fast,4,low,3,-4.741560340053539,1.0321862648268194,0.11252403710616932,-4.62903630294737
fast,4,low,4,-2.513856572063574,4.501546370859742,2.6263806091697433,0.11252403710616932
fast,4,low,9,1.9222516850085611,-5.413818667975008,-6.862731881350214,-4.940480196341653
fast,4,low,12,0.5494416517251466,1.8349871869759227,1.0691558745363068,1.6185975262614534
fast,4,low,13,-0.8681208660758699,2.9279413581031264,1.9372767406121767,1.0691558745363068
fast,4,low,17,3.3150120008778288,-0.2445540659843175,-2.330005938545952,0.9850060623318768
fast,4,low,19,1.421844073861351,1.4627413651952281,0.3873939615189812,1.8092380353803321
fast,4,low,20,-1.407564627404426,2.88457620801195,1.7949585889234072,0.3873939615189812
fast,4,low,22,-2.257841145691202,5.3138889465376025,4.040523183132379,1.7826820374411767
fast,4,low,31,-3.3978375720862317,2.7148496422024806,-1.0903004835311805,-4.488138055617412
fast,4,low,35,-4.723858230044613,1.6449640582195428,1.2651417763416362,-3.4587164537029764
fast,4,low,42,-4.705307014489904,-1.1605027957038345,-3.108058934600251,-7.813365949090155
fast,4,low,43,2.1167191437379955,-3.951547315491922,-5.224778078338247,-3.108058934600251
fast,4,low,44,-3.081068176201356,-3.249395093150639,-2.143709902136891,-5.224778078338247
fast,4,low,46,8.461172584121798,2.0891077568795424,-1.415150048265886,7.046022535855911
fast,4,low,47,0.31973545167959116,0.048619272964700144,-1.7348854999454772,-1.415150048265886
fast,4,low,53,-1.0384958080594373,1.9387568352994293,2.625423787964664,1.5869279799052265
fast,4,low,56,1.8703829442320767,3.4525633582446176,1.6513096126454343,3.521692556877511
fast,4,low,68,0.7626389620767355,1.5223187022657356,-2.6159458016475696,-1.853306839570834
fast,4,low,69,-0.5621169075765238,2.456469056414406,-2.053828894071046,-2.6159458016475696
fast,4,low,77,10.173939403347546,-0.45572638080149375,5.571796756481911,19.75644072574522
fast,4,low,80,5.48618668455633,-0.06533155387725742,1.9814195744257592,6.321690668720443
fast,4,low,86,0.8669853052044374,4.601442103530545,10.63722604475008,8.066464579169578
fast,4,low,87,1.5596732422241644,8.547054714290539,4.49389044147933,10.63722604475008
fast,4,low,88,5.379058276059595,-0.6081050845999982,-3.1769990151035588,4.49389044147933
fast,4,low,93,-3.5267187209782946,4.498226551834975,10.102552830234794,1.9921717482099144
fast,4,low,94,1.256858788715732,8.078474916458106,7.6997784512574174,10.102552830234794
fast,4,low,101,6.9754334052585705,-6.123122115202094,-5.93880703855204,1.03662636670653
fast,4,low,103,1.4534796156041665,1.2341342695716548,8.833387534496413,-1.7452465476467074
fast,4,low,104,-0.04655898851200391,5.58805786224255,2.577410776569362,8.833387534496413
fast,4,low,106,-15.069150806593555,1.0958839174252688,7.290531199823505,-17.518902123994046
fast,4,low,107,-8.807628859496788,15.818731213401492,14.952244469058646,7.290531199823505
fast,4,low,114,-1.4973385892022293,0.03894137523998609,3.969383025382861,0.7531710507881613
fast,4,low,117,-8.392355401783647,5.298191655910017,10.230060039216772,-2.7459577236134614
fast,4,low,124,-9.930419676617504,-1.8688106949642247,12.084043039690293,-14.462152695721082
fast,4,low,130,-1.387804090209812,2.8853718642906614,-0.6881381647605709,5.945466876861142
fast,4,low,137,3.579181053234052,2.4395876079166214,-0.27319289968860616,14.192186261031088
fast,4,low,139,-6.274246189852775,7.119741998207303,6.272824536759646,10.311818659261686
fast,4,low,142,-2.888764360526295,3.9958158214653707,8.65419892379152,5.7654345632652255
fast,4,low,143,5.64879899362856,-1.3439014199155395,-5.588966996799387,8.65419892379152
fast,4,low,146,-1.2902641355001947,3.8719440287226234,6.723834060402114,15.173852442125916
fast,4,mid,8,5.203298808562593,-1.9669289882114214,-4.940480196341653,0.26281861222093994
fast,4,mid,21,0.012276551482230502,4.6824768122268665,1.7826820374411767,1.7949585889234072
fast,4,mid,29,2.3136023084399255,2.933632450457438,3.2809949766145508,5.594597285054476
fast,4,mid,30,7.769133032231963,-1.5991813271167672,-4.488138055617412,3.2809949766145508
fast,4,mid,33,0.3694825144026481,0.006970437407986196,-2.7227102982742224,-2.3532277838715743
fast,4,mid,34,0.736006155428754,-0.8947539375758993,-3.4587164537029764,-2.7227102982742224
fast,4,mid,37,-9.235067926748016,5.013671589800197,7.778459898237358,-1.456608028510658
fast,4,mid,38,8.351801704540847,-0.696197871098363,-0.573341806303489,7.778459898237358
fast,4,mid,49,8.48630778544242,-3.4783666994222244,-4.661154927674346,3.8251528577680745
fast,4,mid,50,-7.252752010748935,4.311363861741583,2.591597083074589,-4.661154927674346
fast,4,mid,54,-0.8146273467044409,2.8776807447393793,3.4400511346691047,2.625423787964664
fast,4,mid,55,-0.08164142220840631,2.8054410471305857,3.521692556877511,3.4400511346691047
fast,4,mid,61,1.2291609603408347,1.0083052774858032,-1.5565263630889774,-0.32736540274814274
fast,4,mid,65,-2.443536542601535,-1.430173476313982,-8.002302213292992,-10.445838755894528
fast,4,mid,66,-10.984786503766443,6.000865396803704,2.982484290473451,-8.002302213292992
fast,4,mid,67,4.835791130044285,1.229370381486433,-1.853306839570834,2.982484290473451
fast,4,mid,74,7.276729793782394,-3.475243491098553,-5.492255139112132,1.7844746546702623
fast,4,mid,75,-5.505224232011102,3.4615560382667354,15.482829561431197,-5.492255139112132
fast,4,mid,78,-3.7835083659655737,5.113603878582765,16.80375645914819,5.571796756481911
fast,4,mid,79,-0.9770901121887192,12.108906380664962,6.321690668720443,16.80375645914819
fast,4,mid,81,-7.899299223241755,10.15405152521906,10.453676592798338,1.9814195744257592
fast,4,mid,82,7.314427081032292,2.8575150225412216,6.004038487420162,10.453676592798338
fast,4,mid,92,3.5174722785399837,2.96802827094875,1.9921717482099144,7.8014752072731905
fast,4,mid,95,7.2456022896609085,-0.6463651398809134,-0.691739428665139,7.6997784512574174
fast,4,mid,97,-3.769035023479063,-2.757626373764481,3.6272078460137767,-9.30915189955846
fast,4,mid,100,-0.998685889465392,4.616738094717405,1.03662636670653,8.632307404203484
fast,4,mid,105,14.366734949255175,-12.173977228727367,-17.518902123994046,2.577410776569362
fast,4,mid,110,-7.885786068330688,3.149503518480344,13.112470723833276,-1.0758510909364656
fast,4,mid,118,2.4261972922851953,3.067249411767719,6.657947156669929,10.230060039216772
fast,4,mid,119,5.771966701125493,0.4122618391846231,-0.2599351347172085,6.657947156669929
fast,4,mid,121,-9.096531945203836,13.49400887902732,13.966532536265396,6.58887397645403
fast,4,mid,125,3.540632892844087,4.492343157994952,6.8245367614537376,12.084043039690293
fast,4,mid,127,1.5887067847967558,-4.596735127888934,-5.744884546092107,-6.448008941818645
fast,4,mid,131,2.0955144731714057,-2.295159694679896,1.8000097231146093,-0.6881381647605709
fast,4,mid,132,1.7102593350410018,-0.25999485845738945,8.111159519905133,1.8000097231146093
fast,4,mid,147,0.20662842606266452,5.68928680639182,9.381994609993564,6.723834060402114
fast,4,high,0,2.974973013444526,-2.301761144550454,-2.974973013444526,
fast,4,high,5,3.2013932476021836,-2.084437565733083,-0.5750126384324403,2.6263806091697433
fast,4,high,6,5.646341592334778,-3.6760420708875046,-6.2213542307672185,-0.5750126384324403
fast,4,high,7,-6.484172842988158,-1.189943878699907,0.26281861222093994,-6.2213542307672185
fast,4,high,11,-0.12468907591454581,3.9485567768401637,1.6185975262614534,1.4939084503469076
fast,4,high,14,3.645660705256077,-0.16524601859988763,-1.7083839646439003,1.9372767406121767
fast,4,high,15,-6.987158328864169,5.628974006525468,5.2787743642202685,-1.7083839646439003
fast,4,high,16,4.293768301888392,4.038398347471016,0.9850060623318768,5.2787743642202685
fast,4,high,24,-5.989451594935531,4.424690878428919,5.718250960601168,-0.27120063433436314
fast,4,high,27,-1.9504687100512115,3.415187265780119,0.18573201808497686,-1.7647366919662346
fast,4,high,32,1.2629273003403938,-1.233564962236315,-2.3532277838715743,-1.0903004835311805
fast,4,high,39,2.271291793689713,-2.1952224155891003,-2.8446335999932018,-0.573341806303489
fast,4,high,40,5.462109657406046,-6.091676213506489,-8.306743257399248,-2.8446335999932018
fast,4,high,48,-5.560038357713552,3.4481364947195203,3.8251528577680745,-1.7348854999454772
fast,4,high,51,-3.1866269630578614,6.9132863283930135,5.7782240461324506,2.591597083074589
fast,4,high,52,4.191296066227224,2.7496091042185213,1.5869279799052265,5.7782240461324506
fast,4,high,60,-1.4714215069169967,3.750635717361803,-0.32736540274814274,-1.7987869096651394
fast,4,high,64,6.65536210462426,-2.1074530291333105,-10.445838755894528,-3.790476651270268
fast,4,high,70,5.524970008499196,-5.067655250823094,-7.578798902570242,-2.053828894071046
fast,4,high,72,0.10405792909696743,6.389540556720576,3.0867057505704594,3.190763679667427
fast,4,high,83,-5.90556352663215,13.810984325656491,15.347348784837251,6.004038487420162
fast,4,high,85,-2.219508042739534,5.7691970366960845,8.066464579169578,15.587239053654038
fast,4,high,90,-4.904296508813857,3.845044677021747,1.4689420083569216,3.4401390411129427
fast,4,high,96,0.5960033390617951,-4.360451604966244,-9.30915189955846,-0.691739428665139
fast,4,high,98,-1.0692782561614393,1.5025029651719706,10.999021848614273,3.6272078460137767
fast,4,high,99,1.2207988541491375,5.726239262609013,8.632307404203484,10.999021848614273
fast,4,high,102,-8.777222851951919,3.573078790387868,-1.7452465476467074,-5.93880703855204
fast,4,high,109,7.354897208933238,-1.1021373870541424,-1.0758510909364656,8.570877298520065
fast,4,high,113,6.188125102817864,-0.7695614711907552,0.7531710507881613,11.524958514652612
fast,4,high,120,-2.838104545255476,4.518508462604402,6.58887397645403,-0.2599351347172085
fast,4,high,122,7.012443855046143,5.473481932628474,4.66225750069596,13.966532536265396
fast,4,high,123,8.811169884062224,-5.478698318857212,-14.462152695721082,4.66225750069596
fast,4,high,126,4.678178776310034,-2.3200548385213153,-6.448008941818645,6.8245367614537376
fast,4,high,133,5.68011379308183,-1.626775948678329,-6.163321200139045,8.111159519905133
fast,4,high,134,-7.716696475846433,2.0676520163390535,5.564079841623149,-6.163321200139045
fast,4,high,135,-0.5925778187650081,6.315842154003832,-0.7188358811817208,5.564079841623149
fast,4,high,138,3.165975524189463,-2.7917200491118166,10.311818659261686,-0.27319289968860616
fast,4,high,140,6.783872476402877,0.8336774146429775,5.791487806795823,6.272824536759646
fast,4,high,141,0.02605324353059757,1.7722611099740675,5.7654345632652255,5.791487806795823
fast,4,high,148,2.751875400987899,7.61374698095419,7.203077004136491,9.381994609993564
fast,4,inf,2,7.923267726228019,-5.4774746662983915,-4.62903630294737,3.2942314232806496
fast,4,inf,10,-8.356640331697122,3.5164949195196584,1.4939084503469076,-6.862731881350214
fast,4,inf,18,-4.139243973926284,1.947174653516015,1.8092380353803321,-2.330005938545952
fast,4,inf,23,4.311723817466742,0.6530191434239612,-0.27120063433436314,4.040523183132379
fast,4,inf,25,4.434263272445861,3.2027041223727934,1.2839876881553067,5.718250960601168
fast,4,inf,26,3.0487243801215413,3.2821337213408697,-1.7647366919662346,1.2839876881553067
fast,4,inf,28,-5.408865266969499,5.653010516044958,5.594597285054476,0.18573201808497686
fast,4,inf,36,2.721749804852294,-0.008923504208041777,-1.456608028510658,1.2651417763416362
fast,4,inf,41,-0.49337730830909265,-7.439816166427377,-7.813365949090155,-8.306743257399248
fast,4,inf,45,-9.189732437992802,5.6053093026227,7.046022535855911,-2.143709902136891
fast,4,inf,57,2.214455546753584,4.604016502611572,-0.5631459341081495,1.6513096126454343
fast,4,inf,58,-2.0971005562099947,2.886894869569204,1.5339546221018452,-0.5631459341081495
fast,4,inf,59,3.3327415317669846,0.28571114033437084,-1.7987869096651394,1.5339546221018452
fast,4,inf,62,-5.766891377745637,4.5425177884675065,4.210365014656659,-1.5565263630889774
fast,4,inf,63,8.000841665926927,-0.19378974139968363,-3.790476651270268,4.210365014656659
fast,4,inf,71,-10.769562582237668,5.495911915727561,3.190763679667427,-7.578798902570242
fast,4,inf,73,1.302231095900197,4.544139031217654,1.7844746546702623,3.0867057505704594
fast,4,inf,76,-3.7006533691832004,19.382137323286344,19.75644072574522,15.482829561431197
fast,4,inf,84,4.343772092229798,9.403548638340808,15.587239053654038,15.347348784837251
fast,4,inf,89,0.25835548535337693,-4.463292891376426,3.4401390411129427,-3.1769990151035588
fast,4,inf,91,-2.321828633000507,4.092391106532986,7.8014752072731905,1.4689420083569216
fast,4,inf,108,6.3813671705385815,8.612023634383206,8.570877298520065,14.952244469058646
fast,4,inf,111,24.64648238629551,-15.642786480660796,-25.857956540732815,13.112470723833276
fast,4,inf,112,-27.64263253816143,0.5381411819968349,11.524958514652612,-25.857956540732815
fast,4,inf,115,1.7631923269675411,-0.44699045877479193,2.779148493546142,3.969383025382861
fast,4,inf,116,3.806232831767133,-5.256127601816672,-2.7459577236134614,2.779148493546142
fast,4,inf,128,-7.927361142141251,1.3591959492208048,3.32839218631079,-5.744884546092107
fast,4,inf,129,0.820672080234587,0.892838268409335,5.945466876861142,3.32839218631079
fast,4,inf,136,-6.889613010381282,9.22291171831138,14.192186261031088,-0.7188358811817208
fast,4,inf,144,-0.5025762502798443,-3.5293658800383696,2.3620605901811604,-5.588966996799387
fast,4,inf,145,-6.509256105505699,4.712197698000821,15.173852442125916,2.3620605901811604
fast,4,inf,149,2.4549763328514587,3.3887325222941485,1.3103539005000915,7.203077004136491
fast,6,low,3,-0.9193784998202261,9.811849072743527,8.103698738247687,7.1843202384274605
fast,6,low,6,-4.269076733662004,14.948566994698098,14.234613929186636,9.965537195524632
fast,6,low,13,1.0884218827366965,2.5960396079866257,5.093870339215542,6.182292221952238
fast,6,low,14,-3.861868383568691,5.760549466912778,8.955738722784233,5.093870339215542
fast,6,low,20,-8.882292312899594,15.44148298694347,14.815121285391214,5.93282897249162
fast,6,low,21,9.022467933143446,5.442007368444635,5.792653352247768,14.815121285391214
fast,6,low,23,3.7009268155401145,7.697499304282289,7.571022944644099,11.271949760184214
fast,6,low,30,-1.798973855318323,13.03710385160855,10.963249538773695,9.164275683455372
fast,6,low,34,6.9061832422544,4.644171701531079,2.96208404595167,9.86826728820607
fast,6,low,35,-2.139265524146097,4.979049667356108,5.101349570097767,2.96208404595167
fast,6,low,48,-5.390805430373831,9.193672468654881,8.623744814674055,3.2329393843002237
fast,6,low,55,-2.0206280939945884,7.975884833100196,6.500751443518979,4.480123349524391
